Session_ID,Customer_ID,Visit_Date,Device_Type,Traffic_Source,Pages_Viewed,Session_Duration,Added_To_Cart,Purchased,Purchase_After_Cart
WEB00227145,C049862,2023-12-31,Desktop,Paid Search,9,5.5,1,1,1
WEB00227146,C010611,2024-07-01,Android,,3,9.1,0,1,0
WEB00227147,C039381,2025-03-11,iOS,Direct,4,5.0,0,0,0
WEB00227148,C009687,2024-01-20,Android,Organic,6,5.1,0,0,0
WEB00227149,C023992,2025-05-06,iOS,Paid Search,7,5.7,0,0,0
WEB00227150,C015858,2024-10-12,Desktop,Referral,7,12.5,0,0,0
WEB00227151,C005060,2024-06-04,iOS,Paid Search,10,1.4,0,0,0
WEB00227152,C023570,2023-11-19,Tablet,Organic,2,19.5,1,0,0
WEB00227153,C025180,2025-12-30,Desktop,Organic,5,19.1,0,0,0
WEB00227154,C041687,2025-11-01,Desktop,Direct,7,1.0,1,0,0
WEB00227155,C004508,2025-08-19,iOS,Direct,7,6.0,0,1,0
WEB00227156,C036319,2023-03-16,Android,Organic,8,9.9,1,1,1
WEB00227157,C039894,2023-08-03,Desktop,,8,10.1,0,0,0
WEB00227158,C049337,2023-12-26,Android,Paid Search,10,13.6,0,0,0
WEB00227159,C044432,2025-07-10,iOS,Social,13,3.8,1,0,0
WEB00227160,C015869,2025-02-24,iOS,Paid Search,9,14.8,0,0,0
WEB00227161,C011999,2025-04-16,iOS,Direct,5,2.5,0,0,0
WEB00227162,C004876,2025-07-10,Desktop,Social,7,8.9,1,1,1
WEB00227163,C007044,2025-09-29,Desktop,Direct,11,8.6,1,0,0
WEB00227164,C004257,2023-08-13,Android,Social,5,8.2,0,0,0
WEB00227165,C004152,2024-11-25,Android,,6,4.8,1,0,0
WEB00227166,C012070,2024-11-22,Desktop,Social,7,12.2,0,0,0
WEB00227167,C016526,2024-02-13,Desktop,Organic,7,11.3,0,0,0
WEB00227168,C022140,2024-10-22,Desktop,Paid Search,10,2.4,1,1,1
WEB00227169,C032665,2024-03-31,Desktop,Paid Search,4,12.0,0,0,0
WEB00227170,C039402,2024-10-26,Android,Organic,6,4.9,1,0,0
WEB00227171,C024052,2025-09-01,iOS,Organic,7,10.8,0,0,0
WEB00227172,C045895,2024-01-04,iOS,Paid Search,7,8.7,0,0,0
WEB00227173,C035300,2023-04-03,Android,Social,11,15.3,1,1,1
WEB00227174,C014223,2024-11-05,Android,Organic,5,6.7,1,0,0
WEB00227175,C031231,2023-03-04,Desktop,Organic,7,7.7,1,0,0
WEB00227176,C049803,2025-11-27,Desktop,Direct,6,6.0,0,0,0
WEB00227177,C029624,2024-06-11,Android,Direct,8,7.1,0,1,0
WEB00227178,C023660,2023-09-24,Android,Direct,13,13.9,1,0,0
WEB00227179,C026437,2025-05-05,iOS,Organic,6,3.7,0,0,0
WEB00227180,C006705,2024-07-18,Desktop,Organic,3,34.8,0,0,0
WEB00227181,C003934,2025-10-03,Android,Organic,7,2.9,1,0,0
WEB00227182,C004890,2023-10-31,Android,Direct,3,3.1,1,1,1
WEB00227183,C000300,2025-12-12,Android,Organic,6,4.9,0,1,0
WEB00227184,C011944,2024-10-12,iOS,Paid Search,4,4.0,0,1,0
WEB00227185,C048049,2023-07-02,Tablet,Social,10,13.5,1,0,0
WEB00227186,C026907,2024-06-19,Desktop,Organic,4,2.8,0,0,0
WEB00227187,C022221,2025-11-16,Android,Organic,6,1.4,1,0,0
WEB00227188,C011278,2023-04-19,Desktop,Organic,6,7.2,0,0,0
WEB00227189,C016517,2024-05-22,Android,Organic,7,8.5,0,1,0
WEB00227190,C046404,2023-10-26,iOS,Social,5,5.5,0,0,0
WEB00227191,C041987,2023-04-01,Android,Organic,10,12.1,0,1,0
WEB00227192,C010282,2023-11-18,iOS,Direct,3,2.7,0,0,0
WEB00227193,C004334,2024-07-10,iOS,Paid Search,9,8.3,0,1,0
WEB00227194,C036076,2023-07-02,iOS,Social,6,12.9,1,0,0
WEB00227195,C041792,2024-10-01,Desktop,Social,8,14.1,0,0,0
WEB00227196,C021881,2025-01-04,iOS,Social,12,14.4,1,0,0
WEB00227197,C012929,2025-06-22,Desktop,Direct,12,6.3,0,0,0
WEB00227198,C023680,2025-08-03,iOS,Social,8,1.4,0,0,0
WEB00227199,C007580,2025-07-14,Android,Organic,8,8.0,0,0,0
WEB00227200,C017554,2025-05-30,iOS,Social,10,12.3,0,0,0
WEB00227201,C024570,2023-04-25,iOS,Organic,2,2.4,0,1,0
WEB00227202,C004142,2025-12-16,Tablet,Organic,11,9.5,1,0,0
WEB00227203,C012953,2024-12-11,Android,Organic,8,4.9,0,0,0
WEB00227204,C049258,2023-10-23,Desktop,Organic,4,3.9,0,0,0
WEB00227205,C035853,2025-01-26,iOS,Direct,7,7.6,0,0,0
WEB00227206,C009079,2024-11-12,Android,Direct,6,15.8,1,0,0
WEB00227207,C012143,2023-08-11,Desktop,Social,8,7.0,1,0,0
WEB00227208,C048543,2023-12-15,Desktop,Social,6,12.3,1,1,1
WEB00227209,C023221,2023-12-03,Android,Organic,8,10.3,1,0,0
WEB00227210,C040933,2025-04-15,iOS,Organic,8,7.0,1,0,0
WEB00227211,C007989,2024-09-05,Desktop,Paid Search,7,2.9,1,0,0
WEB00227212,C035521,2025-08-31,Android,Organic,7,9.8,0,0,0
WEB00227213,C018461,2025-12-04,Android,Direct,11,16.0,0,0,0
WEB00227214,C040078,2024-12-25,Tablet,Organic,6,8.7,0,0,0
WEB00227215,C035852,2023-03-07,iOS,Organic,5,7.1,1,1,1
WEB00227216,C024051,2024-05-27,Android,Organic,6,9.5,1,0,0
WEB00227217,C011265,2024-01-30,iOS,Direct,10,13.9,0,1,0
WEB00227218,C019795,2023-07-29,Desktop,Organic,8,4.0,1,0,0
WEB00227219,C030688,2023-12-30,Android,Direct,13,5.3,1,0,0
WEB00227220,C023926,2025-01-08,iOS,Direct,5,7.8,0,0,0
WEB00227221,C042778,2023-04-25,Desktop,Organic,10,16.8,1,0,0
WEB00227222,C045749,2023-02-04,Android,Paid Search,7,11.9,1,1,1
WEB00227223,C023428,2024-09-12,Desktop,Organic,4,3.0,1,0,0
WEB00227224,C024631,2025-05-30,Android,Paid Search,5,6.7,1,0,0
WEB00227225,C041666,2024-10-07,Android,Organic,6,1.4,1,0,0
WEB00227226,C028211,2025-06-18,Android,Direct,7,22.2,1,1,1
WEB00227227,C017958,2025-03-02,Android,Social,6,14.3,1,0,0
WEB00227228,C049548,2024-03-07,Android,Organic,5,10.0,0,0,0
WEB00227229,C030496,2025-08-06,iOS,Direct,3,3.9,0,0,0
WEB00227230,C025165,2024-04-22,Desktop,Direct,8,5.6,0,0,0
WEB00227231,C036978,2023-03-02,Android,Organic,7,8.2,0,0,0
WEB00227232,C018329,2023-07-22,iOS,Social,11,17.5,1,0,0
WEB00227233,C039864,2024-01-28,Android,Direct,10,2.2,0,0,0
WEB00227234,C029571,2025-07-16,Desktop,Organic,5,2.1,1,0,0
WEB00227235,C007271,2023-03-11,Android,Referral,13,0.7,1,1,1
WEB00227236,C036778,2023-07-14,Desktop,Organic,6,6.1,1,0,0
WEB00227237,C012416,2024-04-05,Tablet,Paid Search,6,3.3,0,0,0
WEB00227238,C003842,2024-04-14,Desktop,Organic,6,12.6,1,1,1
WEB00227239,C049552,2025-04-05,Android,Direct,5,8.2,0,0,0
WEB00227240,C028110,2023-12-15,Android,Organic,12,3.2,1,0,0
WEB00227241,C018310,2024-05-05,iOS,Paid Search,7,13.0,1,0,0
WEB00227242,C034215,2023-01-14,iOS,Organic,7,9.2,0,1,0
WEB00227243,C049768,2024-01-20,iOS,Direct,14,6.2,1,0,0
WEB00227244,C029402,2024-12-27,iOS,,12,5.4,1,1,1
WEB00227245,C008624,2025-03-03,Desktop,Direct,5,8.4,0,0,0
WEB00227246,C005787,2025-09-29,Android,Social,9,40.5,1,1,1
WEB00227247,C049365,2025-09-28,Desktop,Organic,7,4.1,1,0,0
WEB00227248,C039890,2023-03-05,Android,,12,6.6,0,0,0
WEB00227249,C016905,2025-08-02,iOS,Paid Search,15,12.0,0,1,0
WEB00227250,C016232,2025-08-26,Tablet,Organic,10,7.4,1,0,0
WEB00227251,C027879,2025-01-08,Android,Direct,11,21.5,1,1,1
WEB00227252,C009558,2023-06-08,iOS,Organic,9,9.5,0,0,0
WEB00227253,C018423,2023-11-18,Android,Direct,9,4.9,1,0,0
WEB00227254,C040817,2023-08-04,Android,Organic,9,7.7,1,1,1
WEB00227255,C042110,2025-09-22,Desktop,Social,7,13.9,0,0,0
WEB00227256,C043890,2025-12-05,Desktop,Organic,7,6.8,0,0,0
WEB00227257,C046104,2025-08-04,Desktop,Direct,8,5.8,0,0,0
WEB00227258,C036217,2024-09-28,Desktop,Paid Search,4,4.4,0,0,0
WEB00227259,C031115,2025-07-14,Desktop,Social,5,3.0,0,0,0
WEB00227260,C017166,2023-03-05,iOS,Social,5,3.5,1,0,0
WEB00227261,C008900,2023-06-29,Android,Social,6,3.0,0,0,0
WEB00227262,C011243,2025-11-17,iOS,Organic,8,0.8,0,0,0
WEB00227263,C021180,2023-05-11,Desktop,Direct,6,6.7,0,0,0
WEB00227264,C035712,2023-10-01,Desktop,Paid Search,7,2.8,0,0,0
WEB00227265,C002942,2025-08-08,Desktop,Paid Search,11,2.4,1,1,1
WEB00227266,C016757,2025-11-29,Desktop,Direct,11,8.2,1,1,1
WEB00227267,C002069,2024-06-17,Android,Direct,9,9.2,1,1,1
WEB00227268,C023619,2025-06-18,iOS,Paid Search,4,3.5,0,0,0
WEB00227269,C026705,2024-09-15,Android,Direct,9,7.6,1,0,0
WEB00227270,C010051,2023-07-03,Tablet,Organic,10,11.4,0,0,0
WEB00227271,C002217,2025-05-13,iOS,Social,6,8.6,1,0,0
WEB00227272,C007067,2023-02-22,Tablet,Direct,9,21.8,1,0,0
WEB00227273,C037178,2025-08-17,Tablet,Organic,10,7.6,0,1,0
WEB00227274,C013684,2024-08-05,Android,Direct,5,2.6,1,0,0
WEB00227275,C007218,2024-01-21,Desktop,Organic,1,3.7,1,0,0
WEB00227276,C048796,2023-09-08,Desktop,Organic,10,6.8,0,0,0
WEB00227277,C002032,2025-06-01,iOS,Paid Search,5,6.6,1,0,0
WEB00227278,C001374,2024-05-19,Android,,6,12.9,0,0,0
WEB00227279,C040622,2024-05-18,Android,Organic,6,7.0,1,0,0
WEB00227280,C019138,2024-05-13,Android,Organic,4,9.7,0,0,0
WEB00227281,C041536,2025-01-12,iOS,Referral,14,13.0,1,1,1
WEB00227282,C005433,2025-12-27,Desktop,Organic,6,9.1,1,0,0
WEB00227283,C016154,2024-12-03,Desktop,Direct,8,4.4,1,0,0
WEB00227284,C017689,2025-11-06,Android,Direct,6,8.4,1,0,0
WEB00227285,C022189,2024-03-01,iOS,Direct,10,7.7,1,0,0
WEB00227286,C022633,2024-09-03,Android,Paid Search,7,5.7,1,0,0
WEB00227287,C028765,2023-09-15,Android,Organic,7,2.5,0,0,0
WEB00227288,C017161,2025-02-12,Desktop,Direct,7,5.9,0,0,0
WEB00227289,C019428,2024-04-02,Desktop,Paid Search,11,4.3,0,1,0
WEB00227290,C008453,2023-04-19,Desktop,Organic,11,4.5,1,0,0
WEB00227291,C036301,2024-06-30,Android,,14,4.8,1,1,1
WEB00227292,C017700,2024-03-10,Android,Direct,2,4.0,0,0,0
WEB00227293,C041602,2024-11-09,Desktop,Paid Search,6,5.4,1,1,1
WEB00227294,C047264,2023-02-19,Desktop,Direct,5,6.2,1,0,0
WEB00227295,C031288,2025-02-08,Android,Social,8,2.8,1,0,0
WEB00227296,C021316,2025-03-14,Android,Paid Search,6,2.5,0,0,0
WEB00227297,C004295,2025-03-16,Tablet,Social,15,11.8,1,0,0
WEB00227298,C044901,2024-06-28,Tablet,Direct,9,18.3,0,1,0
WEB00227299,C027696,2023-06-16,Desktop,Paid Search,9,5.3,0,0,0
WEB00227300,C049199,2024-12-29,Android,Organic,13,6.8,1,1,1
WEB00227301,C049023,2025-02-25,iOS,Organic,5,8.4,1,0,0
WEB00227302,C005777,2024-06-21,iOS,Referral,5,5.6,0,0,0
WEB00227303,C007861,2025-04-04,iOS,Referral,10,7.1,0,0,0
WEB00227304,C029488,2025-06-08,iOS,Social,3,8.0,0,0,0
WEB00227305,C024450,2023-08-20,iOS,Direct,10,3.8,0,1,0
WEB00227306,C021158,2023-03-12,iOS,Referral,7,6.5,1,0,0
WEB00227307,C013619,2025-11-27,Desktop,Direct,9,12.6,1,1,1
WEB00227308,C001271,2023-09-08,Desktop,Organic,15,15.5,1,0,0
WEB00227309,C021046,2024-01-04,iOS,Referral,5,6.3,1,0,0
WEB00227310,C011752,2024-01-08,Android,Direct,9,3.0,1,0,0
WEB00227311,C028999,2024-06-05,iOS,Direct,3,17.5,0,0,0
WEB00227312,C029644,2024-09-19,Desktop,Organic,10,5.7,1,0,0
WEB00227313,C021514,2024-11-23,Desktop,Paid Search,8,4.2,1,0,0
WEB00227314,C028985,2024-08-21,Android,Direct,8,14.7,0,1,0
WEB00227315,C005237,2025-05-01,Desktop,Referral,3,14.9,0,1,0
WEB00227316,C042445,2023-12-06,Android,Organic,8,2.1,1,0,0
WEB00227317,C040018,2025-08-21,Android,Social,5,2.3,1,0,0
WEB00227318,C002401,2025-08-14,Desktop,Social,8,13.7,0,0,0
WEB00227319,C021048,2023-10-26,Desktop,Social,8,6.4,0,0,0
WEB00227320,C003582,2024-09-03,Desktop,Referral,7,5.9,1,0,0
WEB00227321,C013029,2025-12-09,iOS,Organic,7,12.6,0,0,0
WEB00227322,C005721,2024-10-15,iOS,Organic,9,7.4,1,1,1
WEB00227323,C047815,2023-11-06,Tablet,Direct,10,18.2,1,0,0
WEB00227324,C003575,2023-08-28,Tablet,Social,4,8.6,0,0,0
WEB00227325,C041021,2024-09-14,iOS,Social,9,4.9,1,0,0
WEB00227326,C042251,2025-01-19,Android,Organic,3,6.6,0,1,0
WEB00227327,C007934,2023-10-28,Android,Organic,7,2.0,0,0,0
WEB00227328,C019998,2025-01-21,Desktop,Paid Search,7,10.2,1,0,0
WEB00227329,C018760,2024-01-24,iOS,,8,4.8,0,1,0
WEB00227330,C042639,2024-01-09,iOS,Organic,5,9.4,1,0,0
WEB00227331,C000065,2023-09-13,Android,Paid Search,7,7.2,0,0,0
WEB00227332,C030804,2023-01-16,Android,Organic,10,7.3,1,0,0
WEB00227333,C049434,2025-03-29,Desktop,Organic,10,10.0,1,1,1
WEB00227334,C029641,2025-11-12,iOS,Organic,4,17.6,0,0,0
WEB00227335,C044545,2025-08-26,Android,Direct,4,1.0,0,0,0
WEB00227336,C006371,2023-06-09,Desktop,Organic,5,13.9,1,0,0
WEB00227337,C031941,2024-08-12,Android,Referral,3,10.4,0,0,0
WEB00227338,C032243,2024-04-01,iOS,Referral,11,5.5,0,0,0
WEB00227339,C040065,2023-12-13,Desktop,Social,4,3.0,1,1,1
WEB00227340,C037653,2023-08-25,Android,Organic,6,5.7,0,1,0
WEB00227341,C043596,2023-10-22,iOS,Paid Search,14,11.5,1,0,0
WEB00227342,C037711,2024-10-03,iOS,Organic,6,7.5,0,0,0
WEB00227343,C033750,2025-04-04,Tablet,Social,9,10.4,0,0,0
WEB00227344,C016458,2025-12-10,Tablet,Paid Search,10,3.2,1,1,1
WEB00227345,C018763,2024-07-30,Android,Direct,5,4.4,0,0,0
WEB00227346,C040165,2023-03-06,Desktop,Organic,9,7.0,0,0,0
WEB00227347,C026947,2025-09-10,Desktop,Organic,9,3.6,1,1,1
WEB00227348,C031388,2025-05-03,Desktop,Direct,4,7.0,1,0,0
WEB00227349,C023526,2024-01-18,Android,Social,9,16.8,1,1,1
WEB00227350,C036822,2024-10-16,Android,Organic,3,10.0,1,0,0
WEB00227351,C022770,2025-07-17,Tablet,Direct,6,5.1,0,0,0
WEB00227352,C027043,2023-02-07,Android,Organic,9,12.7,1,1,1
WEB00227353,C008519,2023-05-02,Android,Organic,10,8.6,1,0,0
WEB00227354,C002802,2025-10-01,Android,Organic,4,15.8,1,0,0
WEB00227355,C008343,2025-08-22,Desktop,Organic,15,2.6,0,1,0
WEB00227356,C047051,2024-03-17,iOS,Organic,6,17.5,1,1,1
WEB00227357,C020238,2023-07-23,Android,Organic,9,5.5,0,0,0
WEB00227358,C021311,2025-01-09,Android,Organic,6,13.6,0,0,0
WEB00227359,C000326,2023-12-06,Android,Paid Search,8,23.1,1,0,0
WEB00227360,C015447,2025-05-31,Desktop,Organic,7,13.7,0,0,0
WEB00227361,C007797,2024-09-01,Android,Organic,10,10.7,0,0,0
WEB00227362,C020895,2025-08-12,Android,Organic,9,5.6,0,0,0
WEB00227363,C009941,2025-09-27,Desktop,Organic,3,6.7,0,0,0
WEB00227364,C025615,2024-06-23,Android,Organic,7,13.6,0,0,0
WEB00227365,C046377,2024-08-20,iOS,Organic,6,2.1,1,1,1
WEB00227366,C001031,2024-11-13,iOS,Direct,8,3.4,1,0,0
WEB00227367,C035002,2024-11-20,Desktop,Paid Search,6,8.7,0,0,0
WEB00227368,C020502,2024-01-26,Desktop,Social,6,24.1,0,1,0
WEB00227369,C047595,2025-04-18,Desktop,Paid Search,6,3.8,1,0,0
WEB00227370,C021810,2023-01-04,Android,Paid Search,5,21.1,1,0,0
WEB00227371,C001347,2025-07-08,iOS,Organic,7,16.7,1,0,0
WEB00227372,C012149,2025-11-08,Desktop,Paid Search,5,11.2,0,0,0
WEB00227373,C027516,2024-07-08,iOS,Paid Search,3,1.2,0,0,0
WEB00227374,C026440,2023-08-25,Desktop,Direct,8,5.9,0,0,0
WEB00227375,C040948,2025-12-09,Android,Direct,7,6.5,0,1,0
WEB00227376,C012150,2023-06-30,Android,Paid Search,6,5.6,0,0,0
WEB00227377,C028411,2023-05-14,iOS,Direct,5,3.0,0,0,0
WEB00227378,C020687,2023-05-28,Desktop,Referral,8,3.9,1,1,1
WEB00227379,C000195,2023-09-10,Android,Organic,14,15.4,0,0,0
WEB00227380,C019701,2025-05-13,Desktop,Direct,11,6.8,0,0,0
WEB00227381,C022674,2023-04-02,Android,Direct,9,9.2,0,0,0
WEB00227382,C043804,2025-10-15,Android,Organic,4,4.0,1,0,0
WEB00227383,C048195,2024-06-18,iOS,Social,7,7.0,1,0,0
WEB00227384,C001355,2024-05-09,Android,Referral,5,11.7,1,1,1
WEB00227385,C022509,2024-05-07,Android,Referral,4,3.7,0,0,0
WEB00227386,C025779,2025-09-02,iOS,Referral,10,5.8,1,0,0
WEB00227387,C024217,2025-07-12,iOS,Direct,13,6.8,0,1,0
WEB00227388,C007933,2023-01-04,Android,Organic,7,11.5,1,1,1
WEB00227389,C038116,2023-07-27,iOS,Social,13,6.3,1,0,0
WEB00227390,C045730,2024-05-09,iOS,Social,4,4.5,1,1,1
WEB00227391,C043936,2024-05-05,Android,Organic,10,6.9,1,0,0
WEB00227392,C049416,2024-01-30,Android,Referral,5,11.9,0,0,0
WEB00227393,C020624,2023-12-25,iOS,Organic,11,6.0,1,0,0
WEB00227394,C035768,2024-06-01,iOS,Organic,9,20.8,1,0,0
WEB00227395,C009558,2024-06-27,Desktop,Referral,9,9.0,1,0,0
WEB00227396,C023388,2025-10-14,Desktop,Direct,5,1.3,0,1,0
WEB00227397,C021340,2024-09-11,Tablet,Social,10,4.1,1,0,0
WEB00227398,C009547,2025-05-07,iOS,Paid Search,7,5.0,0,0,0
WEB00227399,C041954,2025-02-13,Android,Social,6,9.6,0,0,0
WEB00227400,C040896,2023-01-26,Android,Direct,4,8.2,1,1,1
WEB00227401,C048729,2023-12-29,iOS,Organic,13,2.1,0,1,0
WEB00227402,C007412,2025-01-23,iOS,Social,11,21.2,1,0,0
WEB00227403,C023124,2025-12-10,iOS,Referral,12,22.0,1,1,1
WEB00227404,C011380,2023-08-18,Android,Organic,5,15.3,1,1,1
WEB00227405,C047751,2023-09-01,Tablet,Social,8,5.9,0,0,0
WEB00227406,C001260,2024-03-31,iOS,Organic,6,16.1,1,1,1
WEB00227407,C021843,2025-04-14,Android,Social,6,12.6,1,1,1
WEB00227408,C017702,2024-01-20,Desktop,Paid Search,5,5.0,0,0,0
WEB00227409,C027026,2023-04-20,iOS,Organic,7,8.2,0,0,0
WEB00227410,C021806,2025-01-16,Android,Paid Search,9,10.0,0,0,0
WEB00227411,C047529,2024-11-19,Android,Direct,12,14.6,1,1,1
WEB00227412,C036081,2023-06-30,Desktop,Organic,4,2.0,1,0,0
WEB00227413,C009230,2025-07-10,Desktop,Referral,10,8.2,1,0,0
WEB00227414,C005887,2025-06-27,Android,Paid Search,8,5.5,1,0,0
WEB00227415,C022968,2023-03-20,iOS,Direct,9,3.0,1,0,0
WEB00227416,C018532,2023-02-03,Android,Organic,7,5.3,1,0,0
WEB00227417,C008501,2024-01-08,Android,Direct,6,3.7,1,0,0
WEB00227418,C022584,2025-11-17,iOS,Organic,8,5.6,0,0,0
WEB00227419,C036554,2025-06-04,Android,Social,6,8.9,1,0,0
WEB00227420,C033975,2024-07-28,iOS,Social,8,15.5,0,0,0
WEB00227421,C015398,2023-06-06,Android,Social,10,12.3,1,1,1
WEB00227422,C049706,2025-06-08,Android,Paid Search,8,2.9,1,1,1
WEB00227423,C044322,2023-01-02,iOS,Direct,7,6.4,1,0,0
WEB00227424,C023090,2023-06-10,Desktop,Social,5,6.9,0,0,0
WEB00227425,C012394,2023-09-05,Android,Paid Search,9,10.0,1,0,0
WEB00227426,C005725,2023-04-18,Desktop,Paid Search,2,17.8,0,0,0
WEB00227427,C049376,2025-08-28,Android,Organic,8,6.9,1,0,0
WEB00227428,C005935,2025-07-25,Android,Referral,6,19.5,1,1,1
WEB00227429,C015914,2024-09-25,Tablet,Social,9,2.9,0,0,0
WEB00227430,C033843,2023-06-22,Android,Paid Search,7,5.9,1,0,0
WEB00227431,C041213,2023-12-20,Android,Direct,4,3.9,0,0,0
WEB00227432,C040118,2025-10-27,Android,Social,4,11.8,1,0,0
WEB00227433,C035592,2024-04-10,Desktop,Social,4,2.4,0,0,0
WEB00227434,C041248,2025-12-02,Android,Social,7,9.0,0,0,0
WEB00227435,C017882,2025-04-15,iOS,Organic,16,11.4,1,0,0
WEB00227436,C032414,2025-07-04,Desktop,Social,6,10.5,0,0,0
WEB00227437,C047815,2024-07-21,Android,Organic,11,15.2,1,0,0
WEB00227438,C014563,2025-08-15,Android,Direct,3,1.5,0,0,0
WEB00227439,C005458,2023-02-12,Desktop,Paid Search,2,6.0,1,0,0
WEB00227440,C004895,2024-09-10,Desktop,Direct,15,9.5,0,1,0
WEB00227441,C016434,2024-11-24,iOS,Organic,8,6.0,0,0,0
WEB00227442,C031017,2025-11-07,Tablet,Direct,11,8.3,0,0,0
WEB00227443,C010009,2025-03-14,iOS,Direct,6,6.8,0,0,0
WEB00227444,C034477,2024-09-08,Android,Organic,8,3.3,0,0,0
WEB00227445,C036598,2025-07-17,Desktop,Social,5,4.3,0,0,0
WEB00227446,C043131,2025-10-12,iOS,Direct,5,10.0,1,1,1
WEB00227447,C012046,2023-07-02,Desktop,Social,5,7.3,0,0,0
WEB00227448,C010520,2025-09-11,Android,Paid Search,4,4.6,1,0,0
WEB00227449,C001547,2023-11-01,Desktop,Paid Search,9,5.6,0,0,0
WEB00227450,C011338,2025-05-04,Tablet,Organic,11,20.9,1,0,0
WEB00227451,C012620,2023-07-30,Android,Organic,9,19.3,1,0,0
WEB00227452,C029887,2025-08-08,iOS,Organic,11,10.0,1,1,1
WEB00227453,C019957,2023-07-02,Desktop,Direct,6,4.2,0,0,0
WEB00227454,C011492,2025-09-14,Tablet,Paid Search,8,5.2,1,0,0
WEB00227455,C038502,2023-06-24,Android,Direct,4,0.6,0,0,0
WEB00227456,C046903,2024-04-04,Android,Paid Search,8,9.3,0,0,0
WEB00227457,C048764,2025-04-24,Desktop,Social,6,2.7,1,0,0
WEB00227458,C034724,2023-01-18,Android,Paid Search,4,6.7,1,0,0
WEB00227459,C040826,2023-09-11,Android,Direct,8,1.2,1,0,0
WEB00227460,C039038,2024-07-24,Desktop,Organic,6,0.8,0,0,0
WEB00227461,C033494,2023-01-15,iOS,Paid Search,15,15.2,1,0,0
WEB00227462,C001422,2023-03-23,Desktop,Direct,10,4.7,0,0,0
WEB00227463,C032039,2024-12-05,iOS,Paid Search,7,6.6,0,0,0
WEB00227464,C049423,2024-06-03,Android,Social,6,8.2,0,0,0
WEB00227465,C022919,2023-08-05,Android,Social,3,19.7,1,0,0
WEB00227466,C029890,2023-12-22,Desktop,Organic,1,4.5,0,0,0
WEB00227467,C017712,2024-01-01,Android,Organic,7,5.1,0,0,0
WEB00227468,C018480,2023-12-31,Desktop,Direct,10,1.8,0,0,0
WEB00227469,C014550,2024-04-08,Desktop,Social,10,5.6,1,1,1
WEB00227470,C033393,2024-11-30,Android,Paid Search,10,3.2,1,0,0
WEB00227471,C016738,2023-06-17,Android,Paid Search,11,5.4,1,0,0
WEB00227472,C015201,2023-03-10,Desktop,Social,8,2.3,0,0,0
WEB00227473,C038081,2024-10-19,Android,Paid Search,3,3.7,0,0,0
WEB00227474,C031434,2024-07-13,iOS,Paid Search,4,8.3,1,0,0
WEB00227475,C047715,2025-02-06,Desktop,Paid Search,4,5.2,0,1,0
WEB00227476,C019774,2024-05-06,Desktop,Paid Search,13,19.5,1,0,0
WEB00227477,C013962,2023-02-21,Tablet,Organic,6,2.6,0,1,0
WEB00227478,C014345,2024-07-12,Android,Organic,10,8.9,1,0,0
WEB00227479,C021307,2024-11-09,Android,Referral,8,7.9,0,0,0
WEB00227480,C044491,2025-06-12,Desktop,,7,3.2,1,0,0
WEB00227481,C021909,2025-09-06,Desktop,Referral,6,23.5,1,0,0
WEB00227482,C047292,2023-08-31,iOS,Direct,10,2.7,1,1,1
WEB00227483,C045249,2024-02-28,Android,Organic,9,8.1,1,0,0
WEB00227484,C045481,2024-05-20,Android,Referral,10,8.0,0,0,0
WEB00227485,C030537,2025-12-10,Android,Direct,11,1.3,1,1,1
WEB00227486,C032604,2023-01-10,iOS,Organic,8,4.3,1,1,1
WEB00227487,C019442,2024-10-18,Android,Organic,10,22.0,1,1,1
WEB00227488,C001928,2023-03-25,Android,Organic,7,5.0,0,1,0
WEB00227489,C046360,2024-06-16,Android,Paid Search,12,17.3,0,0,0
WEB00227490,C044448,2024-12-24,Android,Direct,5,3.3,0,0,0
WEB00227491,C037079,2025-01-18,Desktop,Social,10,8.8,1,1,1
WEB00227492,C033617,2025-03-25,iOS,Organic,7,8.7,0,0,0
WEB00227493,C018363,2023-07-10,Android,Direct,3,9.1,0,0,0
WEB00227494,C046609,2023-04-01,Android,Paid Search,7,14.6,0,0,0
WEB00227495,C027063,2024-04-26,Desktop,Social,6,6.7,1,0,0
WEB00227496,C006820,2023-11-04,Android,Organic,6,1.3,0,0,0
WEB00227497,C048086,2023-11-14,iOS,Paid Search,8,4.5,1,0,0
WEB00227498,C025387,2024-12-16,Android,Referral,9,11.9,1,0,0
WEB00227499,C040343,2025-07-10,iOS,Organic,5,11.5,1,0,0
WEB00227500,C040633,2023-06-11,iOS,Organic,5,16.3,0,0,0
WEB00227501,C000886,2024-09-11,Android,Organic,9,20.8,1,0,0
WEB00227502,C003741,2023-05-26,Android,Organic,12,8.6,0,1,0
WEB00227503,C025019,2023-05-07,iOS,Organic,5,6.4,0,0,0
WEB00227504,C038066,2024-07-10,Android,Direct,3,7.1,0,0,0
WEB00227505,C014478,2023-12-17,Android,Direct,6,8.0,1,0,0
WEB00227506,C018974,2025-09-17,Desktop,Direct,4,12.0,0,0,0
WEB00227507,C010565,2024-07-27,Android,Paid Search,4,1.0,1,0,0
WEB00227508,C037061,2023-05-18,Android,Direct,7,14.6,0,0,0
WEB00227509,C005102,2024-12-13,Desktop,Paid Search,4,5.0,1,0,0
